98,902,0,0.098,13,29.5006,
76,924,0,0.076,14,29.8372,
125,875,0,0.125,13,29.0875,
132,868,0,0.132,13,28.9804,
116,884,0,0.116,13,29.2252,
93,907,0,0.093,13,29.5771,
93,907,0,0.093,13,29.5771,
122,878,0,0.122,13,29.1334,
113,887,0,0.113,13,29.2711,
110,890,0,0.11,13,29.317,
102,898,0,0.102,13,29.4394,
114,886,0,0.114,13,29.2558,
103,897,0,0.103,13,29.4241,
106,894,0,0.106,13,29.3782,
103,897,0,0.103,13,29.4241,
90,910,0,0.09,13,29.623,
110,890,0,0.11,13,29.317,
113,887,0,0.113,13,29.2711,
125,875,0,0.125,13,29.0875,
98,902,0,0.098,13,29.5006,
118,882,0,0.118,13,29.1946,
107,893,0,0.107,13,29.3629,
103,897,0,0.103,13,29.4241,
102,898,0,0.102,13,29.4394,
116,884,0,0.116,13,29.2252,
119,881,0,0.119,13,29.1793,
110,890,0,0.11,13,29.317,
124,876,0,0.124,13,29.1028,
100,900,0,0.1,13,29.47,
111,889,0,0.111,13,29.3017,
94,906,500,0.094,21,29.5618,
67,933,500,0.067,21,29.9749,
84,916,500,0.084,21,29.7148,
67,933,500,0.067,21,29.9749,
74,926,500,0.074,21,29.8678,
84,916,500,0.084,21,29.7148,
81,919,500,0.081,21,29.7607,
86,914,500,0.086,21,29.6842,
80,920,500,0.08,21,29.776,
81,919,500,0.081,21,29.7607,
89,911,500,0.089,21,29.6383,
72,928,500,0.072,21,29.8984,
85,915,500,0.085,21,29.6995,
80,920,500,0.08,21,29.776,
89,911,500,0.089,21,29.6383,
72,928,500,0.072,21,29.8984,
65,935,500,0.065,21,30.0055,
92,908,500,0.092,21,29.5924,
80,920,500,0.08,21,29.776,
75,925,500,0.075,21,29.8525,
70,930,500,0.07,21,29.929,
74,926,500,0.074,21,29.8678,
83,917,500,0.083,21,29.7301,
69,931,500,0.069,21,29.9443,
85,915,500,0.085,21,29.6995,
92,908,500,0.092,21,29.5924,
74,926,500,0.074,21,29.8678,
100,900,500,0.1,21,29.47,
96,904,500,0.096,21,29.5312,
67,933,500,0.067,21,29.9749,
55,445,500,0.055,514,30.6585,
61,439,500,0.061,1000,33.5667,
56,444,500,0.056,1000,2014.6432,
57,443,500,0.057,1000,2014.6279,
53,447,500,0.053,1000,2014.6891,
52,448,500,0.052,1000,2014.7044,
43,457,500,0.043,1000,2014.8421,
54,446,500,0.054,1000,2014.6738,
67,433,500,0.067,1000,2014.4749,
44,456,500,0.044,1000,2014.8268,
56,444,500,0.056,1000,2014.6432,
55,445,500,0.055,1000,2014.6585,
60,440,500,0.06,1000,2014.582,
66,434,500,0.066,1000,2014.4902,
48,452,500,0.048,1000,2014.7656,
56,444,500,0.056,1000,2014.6432,
59,441,500,0.059,1000,2014.5973,
56,444,500,0.056,1000,2014.6432,
60,440,500,0.06,1000,2014.582,
65,435,500,0.065,1000,2014.5055,
57,443,500,0.057,1000,2014.6279,
60,440,500,0.06,1000,2014.582,
49,451,500,0.049,1000,2014.7503,
50,450,500,0.05,1000,2014.735,
43,457,500,0.043,1000,2014.8421,
63,437,500,0.063,1000,2014.5361,
58,442,500,0.058,1000,2014.6126,
47,453,500,0.047,1000,2014.7809,
46,454,500,0.046,1000,2014.7962,
44,456,500,0.044,1000,2014.8268,
